Class_id,Folder_name,Class_name,Train_Image_cnt,Val_Image_cnt,,,,
179,n02111889,Samoyed,1300,50,,,,
180,n02088632,bluetick,1136,50,,,,
181,n02090379,redbone,1290,50,,,,
182,n02443114,polecat,1300,50,,,,
183,n02361337,marmot,1300,50,,,,
184,n02105412,kelpie,1300,50,,,,
185,n02483362,gibbon,1300,50,,,,
186,n02437616,llama,1300,50,,,,
187,n02107312,miniature_pinscher,1300,50,,,,
188,n02325366,wood_rabbit,1300,50,,,,
189,n02091032,Italian_greyhound,1300,50,,,,
190,n02129165,lion,1300,50,,,,
191,n02102318,cocker_spaniel,1300,50,,,,
192,n02100877,Irish_setter,1300,50,,,,
193,n02074367,dugong,1300,50,,,,
194,n02504013,Indian_elephant,1300,50,,,,
195,n02363005,beaver,1300,50,,,,
196,n02102480,Sussex_spaniel,1300,50,,,,
197,n02113023,Pembroke,1300,50,,,,
198,n02086646,Blenheim_spaniel,1300,50,,,,
199,n02497673,Madagascar_cat,1300,50,,,,
200,n02087394,Rhodesian_ridgeback,1300,50,,,,
201,n02127052,lynx,1300,50,,,,
202,n02116738,African_hunting_dog,1300,50,,,,
203,n02488291,langur,1300,50,,,,
204,n02091244,Ibizan_hound,1300,50,,,,
205,n02114367,timber_wolf,1300,50,,,,
206,n02130308,cheetah,1300,50,,,,
207,n02089973,English_foxhound,754,50,,,,
208,n02105251,briard,1300,50,,,,
209,n02134418,sloth_bear,1300,50,,,,
210,n02093754,Border_terrier,1300,50,,,,
211,n02106662,German_shepherd,1300,50,,,,
212,n02444819,otter,1300,50,,,,
213,n01882714,koala,1300,50,,,,
214,n01871265,tusker,1300,50,,,,
215,n01872401,echidna,1300,50,,,,
216,n01877812,wallaby,1300,50,,,,
217,n01873310,platypus,1272,50,,,,
218,n01883070,wombat,1300,50,,,,
219,n04086273,revolver,1300,50,,,,
220,n04507155,umbrella,1300,50,,,,
221,n04147183,schooner,1300,50,,,,
222,n04254680,soccer_ball,1300,50,,,,
223,n02672831,accordion,1300,50,,,,
224,n02219486,ant,1300,50,,,,
225,n02317335,starfish,1300,50,,,,
226,n01968897,chambered_nautilus,1300,50,,,,
227,n03452741,grand_piano,1300,50,,,,
228,n03642806,laptop,1300,50,,,,
229,n07745940,strawberry,1300,50,,,,
230,n02690373,airliner,1300,50,,,,
231,n04552348,warplane,1300,50,,,,
232,n02692877,airship,1300,50,,,,
233,n02782093,balloon,1300,50,,,,
234,n04266014,space_shuttle,1238,50,,,,
235,n03344393,fireboat,1300,50,,,,
236,n03447447,gondola,1300,50,,,,
237,n04273569,speedboat,1300,50,,,,
238,n03662601,lifeboat,1300,50,,,,
239,n02951358,canoe,1300,50,,,,
240,n04612504,yawl,1206,50,,,,
241,n02981792,catamaran,1300,50,,,,
242,n04483307,trimaran,1300,50,,,,
243,n03095699,container_ship,1300,50,,,,
244,n03673027,liner,1300,50,,,,
245,n03947888,pirate,1118,50,,,,
246,n02687172,aircraft_carrier,1300,50,,,,
247,n04347754,submarine,1300,50,,,,
248,n04606251,wreck,1300,50,,,,
249,n03478589,half_track,1300,50,,,,
250,n04389033,tank,1300,50,,,,
251,n03773504,missile,1300,50,,,,
252,n02860847,bobsled,1300,50,,,,
253,n03218198,dogsled,1300,50,,,,
254,n02835271,bicycle-built-for-two,1300,50,,,,
255,n03792782,mountain_bike,1300,50,,,,
256,n03393912,freight_car,1300,50,,,,
257,n03895866,passenger_car,1300,50,,,,
258,n02797295,barrow,1300,50,,,,
259,n04204347,shopping_cart,1300,50,,,,
260,n03791053,motor_scooter,1300,50,,,,
261,n03384352,forklift,1300,50,,,,
262,n03272562,electric_locomotive,1300,50,,,,
263,n04310018,steam_locomotive,1300,50,,,,
264,n02704792,amphibian,1300,50,,,,
265,n02701002,ambulance,1300,50,,,,
266,n02814533,beach_wagon,1300,50,,,,
267,n02930766,cab,1300,50,,,,
268,n03100240,convertible,1300,50,,,,
269,n03594945,jeep,1300,50,,,,
270,n03670208,limousine,1300,50,,,,
271,n03770679,minivan,1300,50,,,,
272,n03777568,Model_T,1300,50,,,,
273,n04037443,racer,1300,50,,,,
274,n04285008,sports_car,1300,50,,,,
275,n03444034,go-kart,1300,50,,,,
276,n03445924,golfcart,1300,50,,,,
277,n03785016,moped,1300,50,,,,
278,n04252225,snowplow,1300,50,,,,
279,n03345487,fire_engine,1300,50,,,,
280,n03417042,garbage_truck,1300,50,,,,
281,n03930630,pickup,1300,50,,,,
282,n04461696,tow_truck,1300,50,,,,
283,n04467665,trailer_truck,1300,50,,,,
284,n03796401,moving_van,1159,50,,,,
285,n03977966,police_van,1300,50,,,,
286,n04065272,recreational_vehicle,1300,50,,,,
287,n04335435,streetcar,1300,50,,,,
288,n04252077,snowmobile,1300,50,,,,
289,n04465501,tractor,1300,50,,,,
290,n03776460,mobile_home,1300,50,,,,
291,n04482393,tricycle,1300,50,,,,
292,n04509417,unicycle,1300,50,,,,
293,n03538406,horse_cart,1300,50,,,,
294,n03599486,jinrikisha,1300,50,,,,
295,n03868242,oxcart,1300,50,,,,
296,n02804414,bassinet,1300,50,,,,
297,n03125729,cradle,1300,50,,,,
298,n03131574,crib,1300,50,,,,
299,n03388549,four-poster,1300,50,,,,
300,n02870880,bookcase,1300,50,,,,
301,n03018349,china_cabinet,1300,50,,,,
302,n03742115,medicine_chest,1300,50,,,,
303,n03016953,chiffonier,1300,50,,,,
304,n04380533,table_lamp,1300,50,,,,
305,n03337140,file,1300,50,,,,
306,n03891251,park_bench,1300,50,,,,
307,n02791124,barber_chair,1300,50,,,,
308,n04429376,throne,976,50,,,,
309,n03376595,folding_chair,1300,50,,,,
310,n04099969,rocking_chair,1300,50,,,,
311,n04344873,studio_couch,1300,50,,,,
312,n04447861,toilet_seat,1300,50,,,,
313,n03179701,desk,1300,50,,,,
314,n03982430,pool_table,1300,50,,,,
315,n03201208,dining_table,1300,50,,,,
316,n03290653,entertainment_center,1300,50,,,,
317,n04550184,wardrobe,1300,50,,,,
318,n07742313,Granny_Smith,1300,50,,,,
319,n07747607,orange,1300,50,,,,
320,n07749582,lemon,1300,50,,,,
321,n07753113,fig,1300,50,,,,
322,n07753275,pineapple,1300,50,,,,
323,n07753592,banana,1300,50,,,,
324,n07754684,jackfruit,1300,50,,,,
325,n07760859,custard_apple,1300,50,,,,
326,n07768694,pomegranate,1300,50,,,,
327,n12267677,acorn,1300,50,,,,
328,n12620546,hip,1300,50,,,,
329,n13133613,ear,1300,50,,,,
330,n11879895,rapeseed,1300,50,,,,
331,n12144580,corn,1300,50,,,,
332,n12768682,buckeye,1300,50,,,,
333,n03854065,organ,1300,50,,,,
334,n04515003,upright,1300,50,,,,
335,n03017168,chime,1300,50,,,,
336,n03249569,drum,1300,50,,,,
337,n03447721,gong,1282,50,,,,
338,n03720891,maraca,1300,50,,,,
339,n03721384,marimba,1300,50,,,,
340,n04311174,steel_drum,1300,50,,,,
341,n02787622,banjo,1300,50,,,,
342,n02992211,cello,1300,50,,,,
343,n04536866,violin,1300,50,,,,
344,n03495258,harp,1300,50,,,,
345,n02676566,acoustic_guitar,1300,50,,,,
346,n03272010,electric_guitar,1300,50,,,,
347,n03110669,cornet,1300,50,,,,
348,n03394916,French_horn,1300,50,,,,
349,n04487394,trombone,1300,50,,,,
350,n03494278,harmonica,1300,50,,,,
351,n03840681,ocarina,1300,50,,,,
352,n03884397,panpipe,1300,50,,,,
353,n02804610,bassoon,1300,50,,,,
354,n03838899,oboe,1300,50,,,,
355,n04141076,sax,1300,50,,,,
356,n03372029,flute,1300,50,,,,
357,n11939491,daisy,1300,50,,,,
358,n12057211,yellow_lady's_slipper,1300,50,,,,
359,n09246464,cliff,1300,50,,,,
360,n09468604,valley,1300,50,,,,
361,n09193705,alp,1300,50,,,,
362,n09472597,volcano,1300,50,,,,
363,n09399592,promontory,1300,50,,,,
364,n09421951,sandbar,1300,50,,,,
365,n09256479,coral_reef,1300,50,,,,
366,n09332890,lakeside,1300,50,,,,
367,n09428293,seashore,1300,50,,,,
368,n09288635,geyser,1300,50,,,,
369,n03498962,hatchet,891,50,,,,
370,n03041632,cleaver,1067,50,,,,
371,n03658185,letter_opener,986,50,,,,
372,n03954731,plane,1300,50,,,,
373,n03995372,power_drill,908,50,,,,
374,n03649909,lawn_mower,1300,50,,,,
375,n03481172,hammer,1300,50,,,,
376,n03109150,corkscrew,1300,50,,,,
377,n02951585,can_opener,1300,50,,,,
378,n03970156,plunger,1254,50,,,,
379,n04154565,screwdriver,1300,50,,,,
380,n04208210,shovel,1300,50,,,,
381,n03967562,plow,1300,50,,,,
382,n03000684,chain_saw,1194,50,,,,
383,n01514668,cock,1300,50,,,,
384,n01514859,hen,1300,50,,,,
385,n01518878,ostrich,1300,50,,,,
386,n01530575,brambling,1300,50,,,,
387,n01531178,goldfinch,1300,50,,,,
388,n01532829,house_finch,1300,50,,,,
389,n01534433,junco,1300,50,,,,
390,n01537544,indigo_bunting,1300,50,,,,
391,n01558993,robin,1300,50,,,,
392,n01560419,bulbul,1300,50,,,,
393,n01580077,jay,1300,50,,,,
394,n01582220,magpie,1300,50,,,,
395,n01592084,chickadee,1300,50,,,,
396,n01601694,water_ouzel,1300,50,,,,
397,n01608432,kite,1300,50,,,,
398,n01614925,bald_eagle,1300,50,,,,
399,n01616318,vulture,1300,50,,,,
400,n01622779,great_grey_owl,1300,50,,,,
401,n01795545,black_grouse,1300,50,,,,
402,n01796340,ptarmigan,1300,50,,,,
403,n01797886,ruffed_grouse,1300,50,,,,
404,n01798484,prairie_chicken,1300,50,,,,
405,n01806143,peacock,1300,50,,,,
406,n01806567,quail,1300,50,,,,
407,n01807496,partridge,1300,50,,,,
408,n01817953,African_grey,1300,50,,,,
409,n01818515,macaw,1300,50,,,,
410,n01819313,sulphur-crested_cockatoo,1300,50,,,,
411,n01820546,lorikeet,1300,50,,,,
412,n01824575,coucal,1300,50,,,,
413,n01828970,bee_eater,1300,50,,,,
414,n01829413,hornbill,1300,50,,,,
415,n01833805,hummingbird,1300,50,,,,
416,n01843065,jacamar,1300,50,,,,
417,n01843383,toucan,1300,50,,,,
418,n01847000,drake,1300,50,,,,
419,n01855032,red-breasted_merganser,1141,50,,,,
420,n01855672,goose,1300,50,,,,
421,n01860187,black_swan,1300,50,,,,
422,n02002556,white_stork,1300,50,,,,
423,n02002724,black_stork,1300,50,,,,
424,n02006656,spoonbill,1300,50,,,,
425,n02007558,flamingo,1300,50,,,,
426,n02009912,American_egret,1300,50,,,,
427,n02009229,little_blue_heron,1300,50,,,,
428,n02011460,bittern,1300,50,,,,
429,n02012849,crane,1300,50,,,,
430,n02013706,limpkin,1300,50,,,,
431,n02018207,American_coot,1300,50,,,,
432,n02018795,bustard,1300,50,,,,
433,n02025239,ruddy_turnstone,1300,50,,,,
434,n02027492,red-backed_sandpiper,1300,50,,,,
435,n02028035,redshank,1300,50,,,,
436,n02033041,dowitcher,1300,50,,,,
437,n02037110,oystercatcher,1300,50,,,,
438,n02017213,European_gallinule,1300,50,,,,
439,n02051845,pelican,1300,50,,,,
440,n02056570,king_penguin,1300,50,,,,
441,n02058221,albatross,1300,50,,,,
442,n01484850,great_white_shark,1300,50,,,,
443,n01491361,tiger_shark,1300,50,,,,
444,n01494475,hammerhead,1300,50,,,,
445,n01496331,electric_ray,1300,50,,,,
446,n01498041,stingray,1300,50,,,,
447,n02514041,barracouta,1300,50,,,,
448,n02536864,coho,1300,50,,,,
449,n01440764,tench,1300,50,,,,
450,n01443537,goldfish,1300,50,,,,
451,n02526121,eel,1165,50,,,,
452,n02606052,rock_beauty,969,50,,,,
453,n02607072,anemone_fish,1300,50,,,,
454,n02643566,lionfish,1300,50,,,,
455,n02655020,puffer,1300,50,,,,
456,n02640242,sturgeon,1300,50,,,,
457,n02641379,gar,1300,50,,,,
458,n01664065,loggerhead,1300,50,,,,
459,n01665541,leatherback_turtle,1300,50,,,,
460,n01667114,mud_turtle,1300,50,,,,
461,n01667778,terrapin,1300,50,,,,
462,n01669191,box_turtle,1300,50,,,,
463,n01675722,banded_gecko,1300,50,,,,
464,n01677366,common_iguana,1300,50,,,,
465,n01682714,American_chameleon,1300,50,,,,
466,n01685808,whiptail,1300,50,,,,
467,n01687978,agama,1300,50,,,,
468,n01688243,frilled_lizard,1117,50,,,,
469,n01689811,alligator_lizard,1300,50,,,,
470,n01692333,Gila_monster,1300,50,,,,
471,n01693334,green_lizard,1300,50,,,,
472,n01694178,African_chameleon,1300,50,,,,
473,n01695060,Komodo_dragon,1300,50,,,,
474,n01704323,triceratops,1266,50,,,,
475,n01697457,African_crocodile,1300,50,,,,
476,n01698640,American_alligator,1300,50,,,,
477,n01728572,thunder_snake,1300,50,,,,
478,n01728920,ringneck_snake,1300,50,,,,
479,n01729322,hognose_snake,1300,50,,,,
480,n01729977,green_snake,1300,50,,,,
481,n01734418,king_snake,1300,50,,,,
482,n01735189,garter_snake,1300,50,,,,
483,n01737021,water_snake,1300,50,,,,
484,n01739381,vine_snake,1300,50,,,,
485,n01740131,night_snake,1300,50,,,,
486,n01742172,boa_constrictor,1300,50,,,,
487,n01744401,rock_python,1071,50,,,,
488,n01748264,Indian_cobra,1300,50,,,,
489,n01749939,green_mamba,1300,50,,,,
490,n01751748,sea_snake,1300,50,,,,
491,n01753488,horned_viper,1300,50,,,,
492,n01755581,diamondback,1300,50,,,,
493,n01756291,sidewinder,1300,50,,,,
494,n01629819,European_fire_salamander,1300,50,,,,
495,n01630670,common_newt,1300,50,,,,
496,n01631663,eft,1300,50,,,,
497,n01632458,spotted_salamander,1300,50,,,,
498,n01632777,axolotl,1300,50,,,,
499,n01641577,bullfrog,1300,50,,,,
500,n01644373,tree_frog,1300,50,,,,
501,n01644900,tailed_frog,1300,50,,,,
502,n04579432,whistle,1300,50,,,,
503,n04592741,wing,1300,50,,,,
504,n03876231,paintbrush,1300,50,,,,
505,n03483316,hand_blower,1300,50,,,,
506,n03868863,oxygen_mask,1300,50,,,,
507,n04251144,snorkel,1300,50,,,,
508,n03691459,loudspeaker,1300,50,,,,
509,n03759954,microphone,1300,50,,,,
510,n04152593,screen,1267,50,,,,
511,n03793489,mouse,1300,50,,,,
512,n03271574,electric_fan,1300,50,,,,
513,n03843555,oil_filter,1120,50,,,,
514,n04332243,strainer,1300,50,,,,
515,n04265275,space_heater,1004,50,,,,
516,n04330267,stove,1300,50,,,,
517,n03467068,guillotine,1283,50,,,,
518,n02794156,barometer,1199,50,,,,
519,n04118776,rule,1300,50,,,,
520,n03841143,odometer,1300,50,,,,
521,n04141975,scale,1300,50,,,,
522,n02708093,analog_clock,1292,50,,,,
523,n03196217,digital_clock,1300,50,,,,
524,n04548280,wall_clock,1299,50,,,,
525,n03544143,hourglass,1300,50,,,,
526,n04355338,sundial,1300,50,,,,
527,n03891332,parking_meter,1300,50,,,,
528,n04328186,stopwatch,1084,50,,,,
529,n03197337,digital_watch,889,50,,,,
530,n04317175,stethoscope,1300,50,,,,
531,n04376876,syringe,1300,50,,,,
532,n03706229,magnetic_compass,1155,50,,,,
533,n02841315,binoculars,1300,50,,,,
534,n04009552,projector,1300,50,,,,
535,n04356056,sunglasses,1300,50,,,,
536,n03692522,loupe,1300,50,,,,
537,n04044716,radio_telescope,1300,50,,,,
538,n02879718,bow,1300,50,,,,
539,n02950826,cannon,1300,50,,,,
540,n02749479,assault_rifle,1300,50,,,,
541,n04090263,rifle,1300,50,,,,
542,n04008634,projectile,1300,50,,,,
543,n03085013,computer_keyboard,1300,50,,,,
544,n04505470,typewriter_keyboard,1300,50,,,,
545,n03126707,crane,1300,50,,,,
546,n03666591,lighter,1300,50,,,,
547,n02666196,abacus,1300,50,,,,
548,n02977058,cash_machine,1300,50,,,,
549,n04238763,slide_rule,1162,50,,,,
550,n03180011,desktop_computer,1300,50,,,,
551,n03485407,hand-held_computer,1034,50,,,,
552,n03832673,notebook,1300,50,,,,
553,n06359193,web_site,1300,50,,,,
554,n03496892,harvester,1300,50,,,,
555,n04428191,thresher,1300,50,,,,
556,n04004767,printer,1300,50,,,,
557,n04243546,slot,1300,50,,,,
558,n04525305,vending_machine,1300,50,,,,
559,n04179913,sewing_machine,1300,50,,,,
560,n03602883,joystick,1300,50,,,,
561,n04372370,switch,1300,50,,,,
562,n03532672,hook,1300,50,,,,
563,n02974003,car_wheel,1300,50,,,,
564,n03874293,paddlewheel,1300,50,,,,
565,n03944341,pinwheel,1117,50,,,,
566,n03992509,potter's_wheel,1300,50,,,,
567,n03425413,gas_pump,1300,50,,,,
568,n02966193,carousel,1300,50,,,,
569,n04371774,swing,1300,50,,,,
570,n04067472,reel,1300,50,,,,
571,n04040759,radiator,1253,50,,,,
572,n04019541,puck,1300,50,,,,
573,n03492542,hard_disc,1300,50,,,,
574,n04355933,sunglass,1300,50,,,,
575,n03929660,pick,1157,50,,,,
576,n02965783,car_mirror,1300,50,,,,
577,n04258138,solar_dish,1300,50,,,,
578,n04074963,remote_control,1300,50,,,,
579,n03208938,disk_brake,1300,50,,,,
580,n02910353,buckle,1300,50,,,,
581,n03476684,hair_slide,1300,50,,,,
582,n03627232,knot,1300,50,,,,
583,n03075370,combination_lock,1216,50,,,,
584,n03874599,padlock,1300,50,,,,
585,n03804744,nail,1300,50,,,,
586,n04127249,safety_pin,1259,50,,,,
587,n04153751,screw,1300,50,,,,
588,n03803284,muzzle,1133,50,,,,
589,n04162706,seat_belt,1300,50,,,,
590,n04228054,ski,1300,50,,,,
591,n02948072,candle,1300,50,,,,
592,n03590841,jack-o'-lantern,1300,50,,,,
593,n04286575,spotlight,1300,50,,,,
594,n04456115,torch,1300,50,,,,
595,n03814639,neck_brace,1180,50,,,,
596,n03933933,pier,1300,50,,,,
597,n04485082,tripod,1160,50,,,,
598,n03733131,maypole,1300,50,,,,
599,n03794056,mousetrap,1300,50,,,,
600,n04275548,spider_web,1300,50,,,,
601,n01768244,trilobite,1300,50,,,,
602,n01770081,harvestman,1300,50,,,,
603,n01770393,scorpion,1300,50,,,,
604,n01773157,black_and_gold_garden_spider,1300,50,,,,
605,n01773549,barn_spider,1300,50,,,,
606,n01773797,garden_spider,1300,50,,,,
607,n01774384,black_widow,1300,50,,,,
608,n01774750,tarantula,1300,50,,,,
609,n01775062,wolf_spider,1300,50,,,,
610,n01776313,tick,1300,50,,,,
611,n01784675,centipede,1300,50,,,,
612,n01990800,isopod,1300,50,,,,
613,n01978287,Dungeness_crab,1300,50,,,,
614,n01978455,rock_crab,1300,50,,,,
615,n01980166,fiddler_crab,1300,50,,,,
616,n01981276,king_crab,1300,50,,,,
617,n01983481,American_lobster,1300,50,,,,
618,n01984695,spiny_lobster,1300,50,,,,
619,n01985128,crayfish,1300,50,,,,
620,n01986214,hermit_crab,1300,50,,,,
621,n02165105,tiger_beetle,1300,50,,,,
622,n02165456,ladybug,1300,50,,,,
623,n02167151,ground_beetle,1300,50,,,,
624,n02168699,long-horned_beetle,1300,50,,,,
625,n02169497,leaf_beetle,1300,50,,,,
626,n02172182,dung_beetle,1300,50,,,,
627,n02174001,rhinoceros_beetle,1300,50,,,,
628,n02177972,weevil,1300,50,,,,
629,n02190166,fly,1300,50,,,,
630,n02206856,bee,1300,50,,,,
631,n02226429,grasshopper,1300,50,,,,
632,n02229544,cricket,1300,50,,,,
633,n02231487,walking_stick,1300,50,,,,
634,n02233338,cockroach,1300,50,,,,
635,n02236044,mantis,1300,50,,,,
636,n02256656,cicada,1300,50,,,,
637,n02259212,leafhopper,1300,50,,,,
638,n02264363,lacewing,1300,50,,,,
639,n02268443,dragonfly,1300,50,,,,
640,n02268853,damselfly,1300,50,,,,
641,n02276258,admiral,1300,50,,,,
